Amount - Order Total,Item - Fill SKU,Item - Price,Item - Qty,Item - SKU,Ship To - State,Date - Order Date
"278.71",,"259.99","1","Air-Cooler-Big-0001","AZ","7/8/2021 7:11:53 PM"
"282.71",,"259.99","1","Air-Cooler-Big-0001","WA","7/8/2021 7:28:26 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/8/2021 9:15:41 PM"
"251.26",,"229.99","1","Air-cooler-Non-0002","CA","7/8/2021 10:21:03 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CO","7/9/2021 4:51:52 AM"
"276.89",,"259.99","1","Air-Cooler-Big-0001","FL","7/9/2021 4:57:15 AM"
"284.69",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 6:23:44 AM"
"248.96",,"229.99","1","Air-cooler-Non-0002","OK","7/9/2021 8:26:22 AM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 9:16:14 AM"
"250.40",,"229.99","1","Air-Cooler-None-Fan-1","NY","7/9/2021 9:48:37 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","7/6/2021 6:07:07 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","7/9/2021 9:51:38 AM"
"280.79",,"259.99","1","Air-Cooler-Big-0001","WA","7/9/2021 10:28:39 AM"
"287.03",,"259.99","1","Air-Cooler-Big-0001","WA","7/9/2021 10:43:19 AM"
"281.44",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 11:02:44 AM"
"154.34",,"139.99","1","BT-TRIPOD-01","CA","7/9/2021 11:27:31 AM"
"378.72",,"115.95","3","BT-01","NY","7/9/2021 11:32:59 AM"
"115.95",,"115.95","1","BT-01","NH","7/9/2021 12:29:34 PM"
"282.22",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 12:37:01 PM"
"280.37",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 1:40:59 PM"
"249.88",,"115.95","2","BT-01","CA","7/9/2021 2:59:59 PM"
"245.83",,"229.99","1","Air-cooler-Non-0002","UT","7/9/2021 3:23:11 PM"
"251.84",,"229.99","1","Air-cooler-Non-0002","CA","7/9/2021 3:35:11 PM"
"248.39",,"229.99","1","Air-cooler-Non-0002","NY","7/9/2021 3:47:24 PM"
"251.61",,"229.99","1","Air-cooler-Non-0002","WA","7/9/2021 4:23:56 PM"
"139.99",,"139.99","1","BT-Tripod-007","VA","7/9/2021 4:44:41 PM"
"246.43",,"229.99","1","Air-cooler-Non-0002","UT","7/9/2021 5:02:07 PM"
"284.69",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 5:48:10 PM"
"281.60",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 5:46:38 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 5:52:48 PM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","OR","7/9/2021 6:13:15 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/9/2021 8:19:58 PM"
"253.56",,"229.99","1","Air-Cooler-None-Fan-1","WA","7/9/2021 8:27:40 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 8:32:55 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/9/2021 8:47:51 PM"
"286.64",,"259.99","1","Air-Cooler-Big-0001","CA","7/9/2021 10:13:10 PM"
"250.33",,"229.99","1","Air-cooler-Non-0002","CO","7/10/2021 7:23:11 AM"
"139.99",,"139.99","1","BT-Tripod-007","NY","7/10/2021 9:46:11 AM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/10/2021 10:05:19 AM"
"507.12",,"229.99","2","Air-Cooler-None-Fan-1","CA","7/10/2021 10:43:51 AM"
"244.94",,"229.99","1","Air-cooler-Non-0002","ND","7/10/2021 10:54:15 AM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/10/2021 11:26:16 AM"
"281.93",,"259.99","1","Air-Cooler-Big-0001","NM","7/10/2021 1:06:22 PM"
"245.86",,"229.99","1","Air-cooler-Non-0002","CO","7/10/2021 1:40:12 PM"
"282.35",,"259.99","1","Air-Cooler-Big-0001","AZ","7/10/2021 3:04:09 PM"
"501.38",,"229.99","2","Air-cooler-Non-0002","CA","7/10/2021 3:28:42 PM"
"285.99",,"259.99","1","Air-Cooler-Big-0001","CA","7/10/2021 3:52:04 PM"
"249.77",,"229.99","1","Air-cooler-Non-0002","AZ","7/10/2021 5:21:02 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NJ","7/10/2021 5:32:29 PM"
"292.37",,"263.99","1","Air-cooler-Big-1","CA","7/10/2021 5:56:40 PM"
"242.41",,"229.99","1","Air-cooler-Non-0002","CO","7/10/2021 5:57:27 PM"
"248.39",,"229.99","1","Air-cooler-Non-0002","SC","7/10/2021 6:09:03 PM"
"249.25",,"229.99","1","Air-cooler-Non-0002","CA","7/10/2021 6:48:44 PM"
"248.39",,"229.99","1","Air-cooler-Non-0002","NY","7/10/2021 7:56:50 PM"
"282.41",,"259.99","1","Air-Cooler-Big-0001","OK","7/10/2021 10:21:28 PM"
"248.96",,"229.99","1","Air-cooler-Non-0002","TX","7/11/2021 7:19:27 AM"
"245.86",,"229.99","1","Air-cooler-Non-0002","AZ","7/11/2021 11:08:36 AM"
"248.96",,"229.99","1","Air-cooler-Non-0002","CA","7/11/2021 11:18:46 AM"
"248.96",,"229.99","1","Air-cooler-Non-0002","TX","7/11/2021 11:30:17 AM"
"251.55",,"229.99","1","Air-cooler-Non-0002","CA","7/11/2021 12:38:15 PM"
"250.11",,"229.99","1","Air-cooler-Non-0002","CA","7/11/2021 1:03:02 PM"
"283.91",,"259.99","1","Air-Cooler-Big-0001","AZ","7/11/2021 1:30:14 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/11/2021 1:31:26 PM"
"282.74",,"259.99","1","Air-Cooler-Big-0001","CA","7/11/2021 3:14:04 PM"
"275.59",,"259.99","1","Air-Cooler-Big-0001","DC","7/11/2021 3:42:48 PM"
"241.26",,"229.99","1","Air-cooler-Non-0002","CO","7/11/2021 4:51:15 PM"
"249.19",,"229.99","1","Air-cooler-Non-0002","CA","7/11/2021 4:54:45 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/11/2021 5:49:33 PM"
"278.84",,"259.99","1","Air-Cooler-Big-0001","CA","7/11/2021 5:48:59 PM"
"246.66",,"229.99","1","AC-4l-3in1-22","TX","7/11/2021 5:50:21 PM"
"247.24",,"229.99","1","Air-cooler-Non-0002","CO","7/11/2021 6:55:52 PM"
"246.66",,"229.99","1","Air-cooler-Non-0002","CA","7/11/2021 7:28:25 PM"
"249.25",,"229.99","1","Air-cooler-Non-0002","NV","7/11/2021 10:42:59 PM"
"277.21",,"259.99","1","Air-Cooler-Big-0001","NJ","7/12/2021 8:22:46 AM"
"231.90",,"115.95","2","BT-01","WI","7/8/2021 8:52:53 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","7/12/2021 10:49:19 AM"
"277.21",,"259.99","1","Air-Cooler-Big-0001","NJ","7/12/2021 12:29:49 PM"
"249.87",,"229.99","1","Air-cooler-Non-0002","OK","7/12/2021 12:55:38 PM"
"242.64",,"229.99","1","Air-cooler-Non-0002","NE","7/12/2021 1:45:47 PM"
"229.99",,"229.99","1","Air-cooler-Non-0002","OR","7/12/2021 2:50:51 PM"
"251.84",,"229.99","1","Air-cooler-Non-0002","CA","7/12/2021 2:58:36 PM"
"246.92",,"229.99","1","Air-cooler-Non-0002","CA","7/12/2021 3:28:58 PM"
"238.96",,"229.99","1","Air-cooler-Non-0002","CO","7/12/2021 3:38:07 PM"
"249.11",,"229.99","1","Air-cooler-Non-0002","CA","7/12/2021 4:58:36 PM"
"279.69",,"259.99","1","Air-Cooler-Big-0001","CA","7/12/2021 5:14:03 PM"
"281.23",,"259.99","1","Air-Cooler-Big-0001","AZ","7/12/2021 7:00:47 PM"
"248.02",,"229.99","1","Air-cooler-Non-0002","CA","7/12/2021 7:04:25 PM"
"270.39",,"259.99","1","Air-Cooler-Big-0001","WY","7/12/2021 7:50:57 PM"
"277.53",,"259.99","1","Air-Cooler-Big-0001","NV","7/12/2021 9:36:18 PM"
"245.51",,"229.99","1","Air-cooler-Non-0002","UT","7/12/2021 10:18:16 PM"
"559.96",,"139.99","4","BT-TRIPOD-01","NJ","7/13/2021 4:49:11 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","7/13/2021 5:40:20 AM"
"119.73",,"112.95","1","BT1-0002-1","WV","7/13/2021 6:43:31 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","GA","7/13/2021 7:44:55 AM"
"112.95",,"112.95","1","BT1-0002-1","NC","7/13/2021 7:49:41 AM"
"123.63",,"115.95","1","BT-01","NJ","7/13/2021 8:15:54 AM"
"245.23",,"229.99","1","Air-cooler-Non-0002","NJ","7/13/2021 8:52:57 AM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","7/13/2021 9:24:00 AM"
"126.97",,"115.95","1","BT-01","CA","7/13/2021 9:24:44 AM"
"249.30",,"115.95","2","BT-01","FL","7/13/2021 10:15:12 AM"
"241.49",,"229.99","1","Air-cooler-Non-0002","WY","7/13/2021 10:32:50 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","7/13/2021 11:06:42 AM"
"253.56",,"229.99","1","Air-cooler-Non-0002","WA","7/13/2021 12:28:01 PM"
"246.66",,"229.99","1","Air-cooler-Non-0002","CA","7/13/2021 12:31:21 PM"
"275.59",,"259.99","1","Air-Cooler-Big-0001","ID","7/13/2021 1:22:05 PM"
"251.55",,"229.99","1","Air-cooler-Non-0002","CA","7/13/2021 2:10:57 PM"
"250.05",,"229.99","1","Air-cooler-Non-0002","AZ","7/13/2021 2:17:32 PM"
"275.59",,"259.99","1","Air-Cooler-Big-0001","MD","7/13/2021 2:33:47 PM"
"243.79",,"229.99","1","Air-cooler-Non-0002","PA","7/13/2021 2:48:18 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","7/13/2021 5:13:04 PM"
"282.74",,"259.99","1","Air-Cooler-Big-0001","CA","7/13/2021 5:09:41 PM"
"249.25",,"229.99","1","Air-cooler-Non-0002","NV","7/13/2021 5:07:44 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/13/2021 5:14:50 PM"
"283.06",,"259.99","1","Air-Cooler-Big-0001","NY","7/13/2021 6:24:21 PM"
"519.98",,"259.99","2","Air-Cooler-Big-0001","PA","7/13/2021 6:37:48 PM"
"280.79",,"259.99","1","Air-Cooler-Big-0001","NY","7/13/2021 6:44:22 PM"
"278.19",,"259.99","1","Air-Cooler-Big-0001","FL","7/13/2021 7:19:03 PM"
"148.39",,"139.99","1","BT-Tripod-007","PA","7/13/2021 7:46:21 PM"
"279.13",,"259.99","1","Air-Cooler-Big-0001","CA","7/13/2021 7:57:58 PM"
"283.45",,"259.99","1","Air-Cooler-Big-0001","CA","7/13/2021 11:24:15 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","7/14/2021 4:26:04 AM"
"245.50",,"229.99","1","Air-cooler-Non-0002","NV","7/14/2021 5:01:00 AM"
"248.96",,"229.99","1","Air-cooler-Non-0002","TX","7/14/2021 7:34:40 AM"
"149.79",,"139.99","1","BT-Tripod-005","NC","7/14/2021 9:58:44 AM"
"247.03",,"229.99","1","Air-cooler-Non-0002","AZ","7/14/2021 11:40:25 AM"
"494.48",,"229.99","2","Air-cooler-Non-0002","FL","7/14/2021 12:06:29 PM"
"845.28",,"259.99","3","Air-Cooler-Big-0001","NV","7/14/2021 12:27:50 PM"
"275.59",,"259.99","1","Air-Cooler-Big-0001","PA","7/14/2021 12:27:26 PM"
"284.45",,"263.99","1","Air-cooler-Big-1","CA","7/14/2021 1:09:41 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","7/14/2021 1:16:10 PM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","OR","7/14/2021 1:33:36 PM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","OR","7/14/2021 2:11:54 PM"
"281.83",,"259.99","1","Air-Cooler-Big-0001","CO","7/14/2021 2:13:14 PM"
"248.39",,"229.99","1","Air-cooler-Non-0002","SC","7/14/2021 2:29:53 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/14/2021 2:37:51 PM"
"131.37",,"119.97","1","BT2-0001-01","CA","7/14/2021 3:14:58 PM"
"253.56",,"229.99","1","Air-cooler-Non-0002","CA","7/14/2021 3:19:19 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/14/2021 3:30:54 PM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","DE","7/14/2021 3:40:35 PM"
"246.10",,"229.99","1","Air-cooler-Non-0002","MN","7/14/2021 3:43:07 PM"
"280.27",,"259.99","1","Air-Cooler-Big-0001","OH","7/14/2021 4:07:39 PM"
"277.21",,"259.99","1","Air-Cooler-Big-0001","NJ","7/14/2021 4:09:41 PM"
"251.84",,"229.99","1","Air-cooler-Non-0002","CA","7/14/2021 4:36:33 PM"
"252.39",,"229.99","1","Air-cooler-Non-0002","CA","7/14/2021 4:52:36 PM"
"243.10",,"229.99","1","Air-cooler-Non-0002","MI","7/14/2021 4:56:42 PM"
"243.10",,"229.99","1","Air-cooler-Non-0002","ID","7/13/2021 7:17:44 PM"
"269.36",,"249.99","1","DESK-S-BLK-231","CA","7/14/2021 7:29:35 PM"
"229.99",,"229.99","1","Air-Cooler-None-Fan-1","MT","7/14/2021 9:04:36 PM"
"288.89",,"269.99","1","DESK03-BLK-GRY-M-11","GA","7/14/2021 9:35:14 PM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","7/15/2021 6:46:30 AM"
"284.69",,"259.99","1","Air-Cooler-Big-0001","CA","7/15/2021 7:07:03 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NJ","7/15/2021 8:37:48 AM"
"153.29",,"139.99","1","BT-TRIPOD-01","CA","7/15/2021 9:03:11 AM"
"229.99",,"229.99","1","Air-cooler-Non-0002","MT","7/15/2021 9:07:11 AM"
"283.39",,"259.99","1","Air-Cooler-Big-0001","SC","7/15/2021 10:30:10 AM"
"246.09",,"229.99","1","Air-cooler-Non-0002","FL","7/15/2021 11:17:59 AM"
"252.13",,"229.99","1","Air-cooler-Non-0002","CA","7/15/2021 11:22:31 AM"
"278.84",,"259.99","1","Air-Cooler-Big-0001","CA","7/15/2021 11:31:03 AM"
"248.10",,"229.99","1","Air-cooler-Non-0002","NM","7/15/2021 10:03:03 AM"
"231.90",,"115.95","2","BT-01","MN","7/15/2021 11:49:20 AM"
"229.99",,"229.99","1","Air-cooler-Non-0002","MT","7/15/2021 12:16:37 PM"
"229.99",,"229.99","1","Air-cooler-Non-0002","OR","7/15/2021 12:31:33 PM"
"229.99",,"229.99","1","Air-cooler-Non-0002","MT","7/15/2021 12:38:58 PM"
"278.84",,"259.99","1","Air-Cooler-Big-0001","OH","7/15/2021 1:01:07 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","7/15/2021 1:24:25 PM"
"245.51",,"229.99","1","Air-cooler-Non-0002","NC","7/15/2021 2:35:57 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","NC","7/15/2021 2:44:20 PM"
"250.25",,"229.99","1","Air-cooler-Non-0002","CO","7/15/2021 2:45:49 PM"
"253.22",,"229.99","1","Air-cooler-Non-0002","WA","7/15/2021 3:31:41 PM"
"246.66",,"229.99","1","Air-cooler-Non-0002","CA","7/15/2021 3:47:20 PM"
"280.79",,"259.99","1","Air-Cooler-Big-0001","AR","7/15/2021 3:59:06 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","7/15/2021 4:39:29 PM"
"244.94",,"229.99","1","Air-cooler-Non-0002","FL","7/15/2021 5:31:07 PM"
"243.10",,"229.99","1","Air-cooler-Non-0002","MD","7/15/2021 5:56:12 PM"
"286.25",,"259.99","1","Air-Cooler-Big-0001","WA","7/15/2021 6:02:10 PM"
"283.39",,"259.99","1","Air-Cooler-Big-0001","CA","7/15/2021 4:11:37 PM"
"379.98",,"189.99","2","DBBL-52-One-2112","DE","7/16/2021 4:29:16 AM"
"249.77",,"229.99","1","Air-cooler-Non-0002","AZ","7/16/2021 4:53:53 AM"
"372.21",,"115.95","3","BT-01","NC","7/16/2021 5:22:23 AM"
"250.75",,"229.99","1","Air-cooler-Non-0002","CA","7/16/2021 6:27:38 AM"
"150.84",,"139.99","1","BT-TRIPOD-01","GA","7/16/2021 7:41:10 AM"
"2925.48",,"229.99","12","Air-cooler-Non-0002","MI","7/16/2021 8:47:52 AM"
"454.62",,"139.99","3","BT-TRIPOD-01","TX","7/16/2021 8:54:53 AM"
"243.65",,"229.99","1","Air-cooler-Non-0002","MA","7/16/2021 10:28:15 AM"
"249.00",,"229.99","1","Air-Cooler-None-Fan-1","NV","7/16/2021 11:38:26 AM"
"246.09",,"229.99","1","Air-cooler-Non-0002","FL","7/16/2021 11:57:33 AM"
"229.99",,"229.99","1","Air-cooler-Non-0002","NJ","7/16/2021 12:29:43 PM"
"275.85",,"259.99","1","Air-Cooler-Big-0001","AZ","7/16/2021 12:31:26 PM"
"551.18",,"259.99","2","Air-Cooler-Big-0001","VA","7/16/2021 12:42:14 PM"
"151.19",,"139.99","1","BT-TRIPOD-01","AL","7/16/2021 12:59:48 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","7/16/2021 1:17:00 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NV","7/16/2021 2:19:02 PM"
"277.21",,"259.99","1","Air-Cooler-Big-0001","NJ","7/16/2021 2:38:40 PM"
"286.64",,"259.99","1","Air-Cooler-Big-0001","CA","7/16/2021 3:32:43 PM"
"243.10",,"229.99","1","Air-Cooler-None-Fan-1","PA","7/13/2021 5:44:41 PM"
"249.83",,"229.99","1","Air-cooler-Non-0002","NY","7/16/2021 6:11:15 PM"
"324.74",,"299.99","1","DESK03-BLK-BLK-L-22","TX","7/16/2021 8:29:41 PM"
"686.39",,"639.99","1","DBBL-90-TWO-3","CA","7/16/2021 9:58:42 PM"
"249.83",,"229.99","1","Air-cooler-Non-0002","NY","7/16/2021 10:43:53 PM"
"278.19",,"259.99","1","Air-Cooler-Big-0001","FL","7/17/2021 1:58:49 AM"
"205.90",,"189.99","1","Dumbbell-002-52-Black-1","NV","7/17/2021 9:03:08 AM"
"248.62",,"229.99","1","Air-cooler-Non-0002","AZ","7/17/2021 10:47:04 AM"
"250.40",,"229.99","1","Air-cooler-Non-0002","NY","7/17/2021 11:11:23 AM"
"284.45",,"263.99","1","Air-cooler-Big-1","CA","7/17/2021 11:22:26 AM"
"249.83",,"229.99","1","Air-Cooler-None-Fan-1","NY","7/17/2021 1:10:27 PM"
"246.09",,"229.99","1","Air-cooler-Non-0002","FL","7/17/2021 1:52:19 PM"
"680.63",,"639.99","1","DBBL-90-TWO-3","CT","7/17/2021 1:58:39 PM"
"217.24",,"199.99","1","DB-52-122","NY","7/17/2021 4:50:22 PM"
"245.17",,"229.99","1","Air-cooler-Non-0002","AZ","7/17/2021 5:35:31 PM"
"250.40",,"229.99","1","Air-cooler-Non-0002","NY","7/17/2021 6:06:03 PM"
"243.79",,"229.99","1","Air-Cooler-None-Fan-1","MI","7/18/2021 6:16:00 AM"
"243.79",,"229.99","1","Air-cooler-Non-0002","MD","7/18/2021 6:30:11 AM"
"149.79",,"139.99","1","BT-Tripod-007","NC","7/18/2021 7:55:42 AM"
"243.79",,"229.99","1","Air-cooler-Non-0002","MI","7/18/2021 8:37:13 AM"
"703.99",,"639.99","1","DBBL-90-TWO-3","IL","7/18/2021 9:33:47 AM"
"246.09",,"229.99","1","Air-cooler-Non-0002","GA","7/18/2021 9:56:24 AM"
"394.19",,"359.99","1","DESK-L-BLK-23","CA","7/18/2021 12:30:16 PM"
"201.39",,"189.99","1","DBBL-52-One-2112","VA","7/18/2021 12:44:46 PM"
"246.09",,"229.99","1","Air-cooler-Non-0002","SC","7/18/2021 1:13:31 PM"
"205.90",,"189.99","1","DBBL-52-One-2112","NY","7/18/2021 2:15:55 PM"
"229.99",,"229.99","1","Air-cooler-Non-0002","DE","7/18/2021 2:32:40 PM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","MT","7/18/2021 2:40:43 PM"
"248.39",,"229.99","1","Air-cooler-Non-0002","WA","7/18/2021 3:07:09 PM"
"246.09",,"229.99","1","Air-Cooler-None-Fan-1","FL","7/18/2021 3:19:59 PM"
"250.25",,"229.99","1","Air-cooler-Non-0002","CO","7/18/2021 3:33:02 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","7/18/2021 4:05:07 PM"
"275.85",,"259.99","1","Air-Cooler-Big-0001","AZ","7/18/2021 4:35:29 PM"
"246.09",,"229.99","1","Air-Cooler-None-Fan-1","IA","7/18/2021 4:46:37 PM"
"250.11",,"229.99","1","Air-cooler-Non-0002","CA","7/18/2021 5:04:47 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","MS","7/18/2021 7:25:03 PM"
"282.74",,"259.99","1","Air-Cooler-Big-0001","CA","7/18/2021 8:05:49 PM"
"229.99",,"229.99","1","Air-cooler-Non-0002","OR","7/18/2021 8:26:01 PM"
"246.09",,"229.99","1","Air-cooler-Non-0002","FL","7/18/2021 8:55:53 PM"
"205.66",,"189.99","1","DBBL-52-One-2112","TX","7/18/2021 9:19:57 PM"
"413.70",,"189.99","2","DBBL-52-One-2112","NY","7/18/2021 10:03:24 PM"
"243.79",,"229.99","1","Air-cooler-Non-0002","KY","7/18/2021 10:04:44 PM"
"243.79",,"229.99","1","Air-cooler-Non-0002","ID","7/19/2021 7:19:49 AM"
"119.97",,"119.97","1","BT2-0001-01","NY","7/14/2021 3:01:51 PM"
"241.46",,"229.99","1","Air-cooler-Non-0002","CO","7/19/2021 8:34:52 AM"
"128.35",,"119.95","1","BT2-0001-04","IA","7/19/2021 8:47:33 AM"
"411.32",,"189.99","2","DBBL-52-One-2112","TX","7/19/2021 9:29:26 AM"
"419.97",,"139.99","3","BT-TRIPOD-01","IA","7/19/2021 10:32:05 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","GA","7/19/2021 10:34:13 AM"
"115.95",,"115.95","1","BT-01","TX","7/19/2021 11:48:59 AM"
"246.49",,"229.99","1","Air-cooler-Non-0002","CO","7/19/2021 1:57:44 PM"
"150.84",,"139.99","1","BT-TRIPOD-01","CA","7/19/2021 2:41:31 PM"
"207.09",,"189.99","1","DBBL-52-One-2112","WA","7/19/2021 2:42:16 PM"
"300.28",,"139.99","2","BT-TRIPOD-01","CA","7/19/2021 5:26:20 PM"
"692.47",,"639.99","1","DBBL-90-TWO-3","CO","7/19/2021 5:29:13 PM"
"250.47",,"229.99","1","Air-cooler-Non-0002","CA","7/19/2021 5:31:19 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","7/19/2021 5:37:42 PM"
"302.38",,"139.99","2","BT-TRIPOD-01","SC","7/18/2021 11:43:50 AM"
"105.18",,"98.99","1","BT3-0002","MA","7/19/2021 8:23:09 PM"
"263.99",,"263.99","1","Air-cooler-Big-1","MT","7/19/2021 8:45:25 PM"
"253.22",,"229.99","1","Air-cooler-Non-0002","WA","7/19/2021 10:09:32 PM"
"245.82",,"115.95","2","BT-01","GA","7/20/2021 5:47:47 AM"
"1399.90",,"139.99","10","BT-TRIPOD-01","GA","7/20/2021 6:51:24 AM"
"248.14",,"115.95","2","BT-01","VT","7/20/2021 8:47:08 AM"
"250.69",,"229.99","1","Air-cooler-Non-0002","CA","7/20/2021 9:06:19 AM"
"153.46",,"139.99","1","BT-Tripod-005","CA","7/20/2021 9:24:07 AM"
"244.74",,"229.99","1","Air-cooler-Non-0002","UT","7/20/2021 9:36:02 AM"
"239.94",,"119.97","2","BT2-0001-01","VA","7/20/2021 10:42:08 AM"
"281.44",,"259.99","1","Air-Cooler-Big-0001","TX","7/20/2021 11:15:50 AM"
"150.84",,"139.99","1","BT-TRIPOD-01","CA","7/20/2021 11:27:51 AM"
"122.27",,"112.95","1","BT1-0002-1","TX","7/20/2021 12:42:37 PM"
"248.96",,"229.99","1","Air-cooler-Non-0002","CA","7/20/2021 12:51:21 PM"
"252.20",,"115.95","2","BT-01","CA","7/20/2021 1:29:13 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/20/2021 1:29:48 PM"
"251.04",,"115.95","2","BT-01","TX","7/20/2021 1:37:17 PM"
"278.84",,"259.99","1","Air-Cooler-Big-0001","CA","7/20/2021 2:05:57 PM"
"127.15",,"119.95","1","BT2-0001-04","MI","7/20/2021 2:31:19 PM"
"244.46",,"229.99","1","Air-cooler-Non-0002","NJ","7/20/2021 2:48:29 PM"
"251.26",,"229.99","1","Air-cooler-Non-0002","CA","7/20/2021 3:06:18 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/20/2021 2:40:33 PM"
"221.49",,"199.99","1","DB-52-122","CA","7/20/2021 11:27:16 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","MI","7/21/2021 5:11:16 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","GA","7/21/2021 7:57:46 AM"
"153.29",,"139.99","1","BT-TRIPOD-01","CA","7/21/2021 7:38:28 AM"
"328.49",,"299.99","1","DESK03-BRC-GRY-L-2","CA","7/21/2021 8:29:28 AM"
"251.84",,"229.99","1","Air-cooler-Non-0002","CA","7/21/2021 9:37:14 AM"
"402.78",,"189.99","2","DBBL-52-One-2112","MD","7/21/2021 9:46:52 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","OH","7/21/2021 9:57:05 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","GA","7/21/2021 11:01:51 AM"
"279.83",,"263.99","1","Air-cooler-Big-1","FL","7/21/2021 10:57:01 AM"
"246.92",,"229.99","1","Air-Cooler-None-Fan-1","CA","7/21/2021 11:24:19 AM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","MT","7/21/2021 12:40:48 PM"
"419.97",,"139.99","3","BT-TRIPOD-01","MA","7/21/2021 1:34:49 PM"
"205.19",,"189.99","1","DBBL-52-One-2112","NY","7/21/2021 1:46:20 PM"
"325.39",,"299.99","1","DESK03-BRC-GRY-L-2","OK","7/21/2021 2:11:28 PM"
"248.39",,"229.99","1","Air-cooler-Non-0002","AL","7/21/2021 2:54:48 PM"
"242.64",,"229.99","1","Air-cooler-Non-0002","ME","7/21/2021 4:39:40 PM"
"246.09",,"229.99","1","Air-Cooler-None-Fan-1","RI","7/21/2021 4:50:32 PM"
"689.59",,"639.99","1","DBBL-90-TWO-3","CA","7/21/2021 5:02:57 PM"
"247.81",,"229.99","1","Air-cooler-Non-0002","CA","7/21/2021 5:38:35 PM"
"246.92",,"229.99","1","Air-cooler-Non-0002","CA","7/21/2021 5:52:22 PM"
"247.30",,"229.99","1","Air-cooler-Non-0002","MN","7/21/2021 10:17:22 PM"
"641.98",,"299.99","2","DESK03-BLK-BLK-L-22","NE","7/22/2021 8:01:00 AM"
"872.97",,"290.99","3","DESK03-BLK-BLK-L-22","OR","7/22/2021 9:29:46 AM"
"250.09",,"229.99","1","Air-cooler-Non-0002","LA","7/22/2021 10:14:10 AM"
"150.84",,"139.99","1","BT-TRIPOD-01","CA","7/22/2021 10:29:30 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","MS","7/22/2021 10:45:15 AM"
"419.97",,"139.99","3","BT-TRIPOD-01","GA","7/22/2021 10:49:24 AM"
"560.28",,"259.99","2","Air-Cooler-Big-0001","CA","7/22/2021 10:34:27 AM"
"115.95",,"115.95","1","BT-01","VA","7/22/2021 12:50:47 PM"
"131.35",,"119.95","1","BT2-0001-04","CA","7/22/2021 1:16:49 PM"
