Amount - Order Total,Item - Fill SKU,Item - Price,Item - Qty,Item - SKU,Ship To - State,Date - Order Date
"678.39",,"639.99","1","DBBL-90-TWO-3","PA","8/10/2021 6:49:01 PM"
"43.19",,"39.99","1","TRIPOD-03","GA","8/10/2021 7:08:33 PM"
"304.28",,"275.99","1","Air-cooler-Tower-3","CA","8/10/2021 7:03:55 PM"
"306.58",,"139.99","2","BT-Tripod-005","CA","8/10/2021 8:48:06 PM"
"42.39",,"39.99","1","TRIPOD-03","SC","8/11/2021 5:40:20 AM"
"693.59",,"639.99","1","DBBL-90-TWO-3","NY","8/10/2021 6:40:42 AM"
"281.95",,"265.99","1","Air-cooler-Tower-5","VA","8/11/2021 7:56:15 AM"
"1111.12",,"138.89","8","BT-TRIPOD-01","IN","8/11/2021 8:57:14 AM"
"684.79",,"639.99","1","DBBL-90-TWO-3","GA","8/11/2021 8:59:51 AM"
"84.98",,"39.99","2","TRIPOD-03","IL","8/11/2021 9:42:15 AM"
"277.78",,"138.89","2","BT-TRIPOD-01","NY","8/11/2021 9:28:13 AM"
"674.55",,"619.99","1","P-Aircooler-0003","WA","8/11/2021 9:53:13 AM"
"138.40",,"138.40","1","BT-TRIPOD-01","NJ","8/11/2021 10:44:14 AM"
"197.98",,"98.99","2","BT3-0012-1","ME","8/11/2021 11:03:20 AM"
"119.97",,"39.99","3","TRIPOD-03","MN","8/11/2021 12:19:53 PM"
"159.96",,"39.99","4","TRIPOD-03","FL","8/11/2021 1:10:04 PM"
"686.39",,"639.99","1","DBBL-90-TWO-3","TX","8/11/2021 1:38:58 PM"
"415.20",,"138.40","3","BT-TRIPOD-01","TX","8/11/2021 5:03:02 PM"
"286.98",,"269.99","1","Air-cooler-Tower-4","NJ","8/11/2021 5:40:00 PM"
"281.78",,"265.99","1","Air-cooler-Tower-5","MA","8/11/2021 6:19:22 PM"
"150.84",,"139.99","1","BT-Tripod-005","GA","8/11/2021 6:41:37 PM"
"657.19",,"619.99","1","P-Aircooler-0003","GA","8/11/2021 6:51:28 PM"
"150.84",,"139.99","1","BT-Tripod-007","CA","8/11/2021 6:53:11 PM"
"43.71",,"39.99","1","TRIPOD-03","AZ","8/11/2021 7:36:53 PM"
"204.71",,"189.99","1","DBBL-52-One-2112","IL","8/11/2021 8:01:45 PM"
"201.39",,"189.99","1","Dumbbell-002-52-Black-1","MD","8/11/2021 9:12:09 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","VA","8/12/2021 12:34:20 AM"
"197.09",,"179.99","1","Air-cooler-Non-0002","CA","8/12/2021 12:58:20 AM"
"151.54",,"139.99","1","BT-Tripod-005","TX","8/12/2021 3:19:39 AM"
"99.99",,"99.99","1","BT3-01","NY","8/12/2021 6:15:49 AM"
"118.99",,"118.99","1","BT2-0001-02","FL","8/12/2021 7:36:57 AM"
"0.00",,,,,"PA","8/12/2021 9:15:52 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/12/2021 8:06:34 AM"
"151.54",,"139.99","1","BT-TRIPOD-01","TX","8/12/2021 9:12:51 AM"
"291.51",,"265.99","1","Air-cooler-Tower-5","WA","8/12/2021 11:03:20 AM"
"265.99",,"265.99","1","Air-cooler-Tower-5","OR","8/12/2021 11:26:38 AM"
"317.99",,"299.99","1","DESK03-BLK-BLK-L-22","PA","8/12/2021 12:31:45 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/12/2021 1:00:08 PM"
"149.44",,"139.99","1","BT-TRIPOD-01","NC","8/12/2021 1:00:17 PM"
"149.79",,"139.99","1","BT-Tripod-005","SC","8/12/2021 1:00:15 PM"
"1048.53",,"139.99","7","BT-TRIPOD-01","MS","8/12/2021 1:23:25 PM"
"675.79",,"619.99","1","P-Aircooler-0003","WA","8/12/2021 1:36:03 PM"
"329.22",,"99.99","3","BT3-01","TN","8/12/2021 1:36:25 PM"
"127.95",,"118.00","1","Air-cooler-Non-0002","NY","8/12/2021 1:47:11 PM"
"121.99",,"121.99","1","BT2-m-fba","FL","8/11/2021 11:17:25 AM"
"127.95",,"118.00","1","Air-cooler-Non-0002","NY","8/12/2021 1:52:27 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","8/12/2021 2:06:36 PM"
"127.74",,"118.00","1","Air-cooler-Non-0002","TX","8/12/2021 3:06:50 PM"
"691.19",,"639.99","1","DBBL-90-TWO-3","AL","8/12/2021 3:32:12 PM"
"123.17",,"39.99","1","TRIPOD-03","AL","8/12/2021 3:22:10 PM"
"123.17",,"39.99","1","TRIPOD-03","AL","8/12/2021 3:22:10 PM"
"123.17",,"39.99","1","TRIPOD-03","AL","8/12/2021 3:22:10 PM"
"128.51",,"118.00","1","Air-cooler-Non-0002","CA","8/12/2021 3:52:50 PM"
"539.99",,"539.99","1","P-Aircooler-0003","OR","8/12/2021 4:09:14 PM"
"588.59",,"539.99","1","P-Aircooler-0003","CA","8/12/2021 4:10:32 PM"
"279.98",,"139.99","2","BT-TRIPOD-01","VA","8/12/2021 4:13:58 PM"
"125.08",,"118.00","1","Air-cooler-Non-0002","MI","8/12/2021 4:28:46 PM"
"124.72",,"118.00","1","Air-cooler-Non-0002","PA","8/12/2021 5:03:09 PM"
"124.17",,"118.00","1","Air-cooler-Non-0002","ME","8/12/2021 5:32:41 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","VA","8/12/2021 7:29:16 PM"
"281.76",,"259.99","1","Air-Cooler-Big-0001","NV","8/12/2021 8:07:36 PM"
"299.99",,"299.99","1","DESK03-BRC-GRY-L-2","OR","8/12/2021 7:44:14 PM"
"146.70",,"138.40","1","BT-TRIPOD-01","GA","8/11/2021 8:18:33 PM"
"686.39",,"639.99","1","DBBL-90-TWO-3","OH","8/13/2021 2:24:23 AM"
"98.99",,"98.99","1","BT3-0012-1","FL","8/13/2021 6:21:17 AM"
"300.29",,"279.99","1","Air-cooler-Big-1","CA","8/13/2021 8:20:17 AM"
"695.19",,"639.99","1","DBBL-90-TWO-3","NY","8/13/2021 8:40:51 AM"
"419.97",,"139.99","3","BT-TRIPOD-01","TX","8/13/2021 9:05:28 AM"
"124.61",,"118.00","1","Air-cooler-Non-0002","AZ","8/13/2021 9:24:05 AM"
"639.99",,"639.99","1","DBBL-90-TWO-3","MT","8/13/2021 9:43:29 AM"
"570.54",,"265.99","2","Air-cooler-Tower-5","IL","8/13/2021 9:48:21 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","FL","8/13/2021 9:58:23 AM"
"236.00",,"118.00","2","Air-cooler-Non-0002","CA","8/13/2021 10:45:59 AM"
"705.59",,"639.99","1","DBBL-90-TWO-3","IL","8/13/2021 11:58:50 AM"
"699.95",,"139.99","5","BT-TRIPOD-01","TX","8/13/2021 7:54:14 AM"
"305.88",,"139.99","2","BT-TRIPOD-01","TN","8/13/2021 12:47:41 PM"
"128.33",,"118.00","1","Air-cooler-Non-0002","CA","8/13/2021 1:17:23 PM"
"0.00",,,,,"VA","8/13/2021 2:27:23 PM"
"308.68",,"139.99","2","BT-TRIPOD-01","WA","8/13/2021 1:34:07 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NJ","8/13/2021 1:37:46 PM"
"127.15",,"118.00","1","Air-cooler-Non-0002","CA","8/13/2021 2:49:29 PM"
"130.10",,"118.00","1","Air-cooler-Non-0002","CA","8/13/2021 3:26:01 PM"
"128.47",,"118.00","1","Air-cooler-Non-0002","NY","8/13/2021 4:38:37 PM"
"293.25",,"265.99","1","Air-cooler-Tower-5","WA","8/13/2021 5:22:32 PM"
"206.73",,"189.99","1","DBBL-52-One-2112","CO","8/13/2021 5:39:28 PM"
"696.79",,"639.99","1","DBBL-90-TWO-3","NY","8/13/2021 5:46:23 PM"
"702.39",,"639.99","1","DBBL-90-TWO-3","TN","8/13/2021 6:18:04 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/13/2021 6:23:34 PM"
"154.34",,"139.99","1","BT-TRIPOD-01","IL","8/13/2021 6:35:13 PM"
"685.59",,"639.99","1","DBBL-90-TWO-3","MN","8/13/2021 6:50:04 PM"
"125.82",,"118.00","1","Air-cooler-Non-0002","NJ","8/13/2021 8:51:58 PM"
"259.99",,"259.99","1","Air-Cooler-Big-0001","OR","8/14/2021 10:17:25 AM"
"284.61",,"265.99","1","Air-cooler-Tower-5","FL","8/14/2021 10:33:43 AM"
"686.39",,"639.99","1","DBBL-90-TWO-3","IL","8/14/2021 10:45:13 AM"
"150.25",,"136.90","1","BT-TRIPOD-01","TN","8/14/2021 12:17:52 PM"
"125.82",,"118.00","1","Air-cooler-Non-0002","NJ","8/14/2021 12:20:00 PM"
"127.15",,"118.00","1","Air-cooler-Non-0002","CA","8/14/2021 1:01:19 PM"
"190.79",,"179.99","1","Air-Cooler-None-Fan-1","ID","8/14/2021 2:17:48 PM"
"894.50",,"639.99","1","DBBL-90-TWO-3","NC","8/14/2021 4:20:03 PM"
"894.50",,"195.99","1","Stand-D-002","NC","8/14/2021 4:20:03 PM"
"287.27",,"265.99","1","Air-cooler-Tower-5","AL","8/14/2021 6:56:41 PM"
"290.93",,"265.99","1","Air-cooler-Tower-5","CA","8/14/2021 9:21:01 PM"
"649.49",,"599.99","1","P-Aircooler-0003","TX","8/15/2021 7:36:29 AM"
"675.19",,"639.99","1","DBBL-90-TWO-3","OK","8/15/2021 11:01:27 AM"
"305.66",,"275.99","1","Air-cooler-Tower-3","CA","8/15/2021 11:47:53 AM"
"126.56",,"118.00","1","Air-cooler-Non-0002","CA","8/15/2021 12:18:16 PM"
"413.70",,"189.99","2","DBBL-52-One-2112","NY","8/15/2021 12:50:26 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/15/2021 1:39:40 PM"
"915.40",,"195.99","1","Stand-D-002","CA","8/15/2021 2:15:48 PM"
"915.40",,"639.99","1","DBBL-90-TWO-3","CA","8/15/2021 2:15:48 PM"
"86.38",,"39.99","2","TRIPOD-03","SC","8/15/2021 2:53:33 PM"
"128.09",,"118.00","1","Air-cooler-Non-0002","NM","8/15/2021 4:02:51 PM"
"298.19",,"279.99","1","Air-cooler-Big-1","SD","8/15/2021 4:21:28 PM"
"280.14",,"259.99","1","Air-Cooler-Big-0001","CA","8/15/2021 4:26:05 PM"
"145.11",,"136.90","1","BT-TRIPOD-01","MD","8/15/2021 5:01:21 PM"
"385.41",,"118.00","3","Air-cooler-Non-0002","NY","8/15/2021 5:10:26 PM"
"149.47",,"136.90","1","BT-TRIPOD-01","AZ","8/15/2021 5:31:47 PM"
"148.19",,"136.90","1","BT-TRIPOD-01","TX","8/15/2021 6:21:32 PM"
"290.91",,"269.99","1","Air-cooler-Tower-4","CA","8/15/2021 7:11:24 PM"
"296.00",,"275.99","1","Air-cooler-Tower-3","UT","8/15/2021 8:07:44 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/15/2021 8:08:12 PM"
"129.06",,"118.00","1","Air-cooler-Non-0002","CA","8/15/2021 8:49:13 PM"
"99.99",,"99.99","1","BT3-01","NJ","8/15/2021 9:24:29 PM"
"127.91",,"118.00","1","Air-cooler-Non-0002","WA","8/16/2021 12:47:16 AM"
"288.27",,"265.99","1","Air-cooler-Tower-5","NY","8/16/2021 2:17:08 AM"
"128.33",,"118.00","1","Air-cooler-Non-0002","CA","8/16/2021 3:06:59 AM"
"105.99",,"99.99","1","BT3-01","PA","8/16/2021 5:27:20 AM"
"5998.50",,"119.97","50","BT2-0001-01","GA","8/13/2021 1:01:27 PM"
"136.90",,"136.90","1","BT-TRIPOD-01","NY","8/16/2021 6:22:52 AM"
"98.99",,"98.99","1","BT3-0012-1","NY","8/16/2021 7:08:30 AM"
"136.90",,"136.90","1","BT-TRIPOD-01","VA","8/16/2021 7:55:12 AM"
"127.87",,"119.50","1","BT2-0001231","WV","8/16/2021 8:19:28 AM"
"149.79",,"139.99","1","BT-Tripod-005","GA","8/16/2021 8:38:43 AM"
"149.79",,"139.99","1","BT-Tripod-005","GA","8/16/2021 8:45:58 AM"
"149.22",,"136.90","1","BT-TRIPOD-01","AR","8/16/2021 9:42:43 AM"
"128.77",,"118.00","1","Air-cooler-Non-0002","CA","8/16/2021 12:01:35 PM"
"289.26",,"265.99","1","Air-cooler-Tower-5","CA","8/16/2021 12:33:23 PM"
"280.01",,"265.99","1","Air-cooler-Tower-5","CO","8/16/2021 12:45:22 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","TX","8/16/2021 12:48:43 PM"
"291.26",,"265.99","1","Air-cooler-Tower-5","CA","8/16/2021 1:24:12 PM"
"199.98",,"99.99","2","BT3-01","TX","8/16/2021 2:10:10 PM"
"99.99",,"99.99","1","BT3-01","OR","8/16/2021 3:07:57 PM"
"151.01",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 4:42:50 PM"
"152.94",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 4:44:35 PM"
"152.94",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 4:46:18 PM"
"152.24",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 4:47:35 PM"
"148.39",,"139.99","1","BT-Tripod-005","MD","8/16/2021 4:48:06 PM"
"148.39",,"139.99","1","BT-TRIPOD-01","WY","8/16/2021 4:48:41 PM"
"152.59",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 4:50:11 PM"
"150.14",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 4:51:52 PM"
"152.24",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 5:06:32 PM"
"151.54",,"139.99","1","BT-TRIPOD-01","CA","8/16/2021 5:20:40 PM"
"153.64",,"139.99","1","BT-TRIPOD-01","TN","8/16/2021 5:22:40 PM"
"153.64",,"139.99","1","BT-TRIPOD-01","TN","8/16/2021 5:19:35 PM"
"288.60",,"265.99","1","Air-cooler-Tower-5","WA","8/16/2021 6:08:58 PM"
"692.79",,"639.99","1","DBBL-90-TWO-3","TX","8/16/2021 7:18:45 PM"
"316.49",,"299.99","1","DESK03-BLK-BLK-L-22","WI","8/16/2021 7:33:25 PM"
"663.39",,"619.99","1","P-Aircooler-0003","FL","8/16/2021 7:35:53 PM"
"105.11",,"95.99","1","Bt3-022","CA","8/16/2021 8:50:30 PM"
"639.99",,"639.99","1","DBBL-90-TWO-3","NY","8/16/2021 8:53:50 PM"
"289.60",,"265.99","1","Air-cooler-Tower-5","NY","8/16/2021 9:41:08 PM"
"195.74",,"179.99","1","Air-Cooler-None-Fan-1","CA","8/16/2021 10:44:18 PM"
"43.79",,"39.99","1","TRIPOD-03","CA","8/16/2021 11:14:09 PM"
"151.19",,"139.99","1","BT-TRIPOD-01","GA","8/17/2021 5:07:35 AM"
"139.99",,"139.99","1","BT-Tripod-005","FL","8/17/2021 6:53:36 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/17/2021 7:58:26 AM"
"606.12",,"99.99","4","BT3-01","CA","8/17/2021 8:04:21 AM"
"606.12",,"39.99","4","TRIPOD-03","CA","8/17/2021 8:04:21 AM"
"419.97",,"139.99","3","BT-TRIPOD-01","VA","8/17/2021 8:05:47 AM"
"296.97",,"98.99","3","BT3-0012-1","PA","8/17/2021 7:41:06 AM"
"151.54",,"139.99","1","BT-TRIPOD-01","CA","8/17/2021 8:56:30 AM"
"43.19",,"39.99","1","TRIPOD-03","GA","8/17/2021 8:55:19 AM"
"151.54",,"139.99","1","BT-TRIPOD-01","CA","8/17/2021 8:58:35 AM"
"1259.91",,"139.99","9","BT-TRIPOD-01","TN","8/17/2021 6:28:21 AM"
"152.87",,"139.99","1","BT-TRIPOD-01","LA","8/17/2021 9:26:45 AM"
"663.39",,"619.99","1","P-Aircooler-0003","NC","8/17/2021 9:21:15 AM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/17/2021 9:49:31 AM"
"130.77",,"39.99","3","TRIPOD-03","SC","8/17/2021 10:27:52 AM"
"125.67",,"118.00","1","Air-cooler-Non-0002","FL","8/17/2021 10:43:55 AM"
"39.99",,"39.99","1","TRIPOD-03","FL","8/17/2021 11:17:12 AM"
"149.44",,"139.99","1","BT-TRIPOD-01","NC","8/17/2021 11:29:26 AM"
"43.09",,"39.99","1","TRIPOD-03","CA","8/17/2021 12:50:53 PM"
"214.56",,"98.99","2","BT3-0012-1","NV","8/17/2021 1:07:41 PM"
"279.98",,"139.99","2","BT-TRIPOD-01","NJ","8/17/2021 1:30:16 PM"
"125.38",,"118.00","1","Air-cooler-Non-0002","TX","8/17/2021 1:45:11 PM"
"203.29",,"189.99","1","DBBL-52-One-2112","FL","8/17/2021 2:00:01 PM"
"279.98",,"139.99","2","BT-Tripod-005","FL","8/17/2021 2:10:50 PM"
"39.99",,"39.99","1","TRIPOD-03","TX","8/17/2021 2:18:08 PM"
"0.00",,,,,"FL","8/17/2021 4:12:42 PM"
"308.68",,"139.99","2","BT-TRIPOD-01","CA","8/17/2021 12:54:12 PM"
"126.26",,"118.00","1","Air-cooler-Non-0002","FL","8/17/2021 4:09:58 PM"
"42.93",,"39.99","1","TRIPOD-03","IL","8/16/2021 11:18:05 AM"
"531.98",,"265.99","2","Air-cooler-Tower-5","WA","8/17/2021 6:33:03 PM"
"107.26",,"98.99","1","BT3-0012-1","IL","8/17/2021 4:36:26 PM"
"139.99",,"139.99","1","BT-TRIPOD-01","NY","8/17/2021 6:56:30 PM"
"139.99",,"139.99","1","BT-Tripod-007","NY","8/17/2021 6:18:47 PM"
"671.14",,"619.99","1","P-Aircooler-0003","CA","8/17/2021 5:41:04 PM"
"300.40",,"275.99","1","Air-cooler-Tower-3","CO","8/17/2021 7:00:11 PM"
"79.98",,"39.99","2","TRIPOD-03","NY","8/17/2021 7:47:51 PM"
"150.98",,"139.99","1","BT-Tripod-007","IL","8/17/2021 1:07:39 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","IN","8/17/2021 10:17:17 PM"
"283.61",,"265.99","1","Air-cooler-Tower-5","NJ","8/18/2021 2:19:01 AM"
"695.99",,"639.99","1","DBBL-90-TWO-3","CA","8/18/2021 4:25:45 AM"
"42.69",,"39.99","1","TRIPOD-03","NC","8/18/2021 5:48:35 AM"
"95.57",,"89.95","1","BT3-2","MA","8/18/2021 5:40:25 AM"
"663.39",,"619.99","1","P-Aircooler-0003","GA","8/18/2021 5:44:32 AM"
"679.99",,"639.99","1","DBBL-90-TWO-3","MA","8/18/2021 6:15:21 AM"
"99.99",,"99.99","1","BT3-01","FL","8/18/2021 6:26:34 AM"
"87.18",,"39.99","2","TRIPOD-03","AR","8/18/2021 6:37:52 AM"
"296.78",,"139.99","2","BT-Tripod-007","MD","8/18/2021 6:41:27 AM"
"290.93",,"265.99","1","Air-cooler-Tower-5","CA","8/18/2021 7:55:28 AM"
"356.97",,"118.99","3","BT2-0001-02","TX","8/16/2021 3:21:49 PM"
"679.99",,"639.99","1","DBBL-90-TWO-3","TX","8/18/2021 9:16:43 AM"
"489.80",,"89.95","5","BT3-2","LA","8/18/2021 9:08:42 AM"
"149.44",,"139.99","1","BT-TRIPOD-01","OH","8/18/2021 10:09:47 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","VA","8/18/2021 10:01:15 AM"
"97.37",,"89.95","1","BT3-2","TX","8/18/2021 10:23:25 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","IN","8/18/2021 10:27:36 AM"
"419.97",,"139.99","3","BT-Tripod-007","LA","8/18/2021 7:48:19 AM"
"528.20",,"121.99","4","BT2-m-fba","TX","8/17/2021 8:07:46 AM"
"199.98",,"99.99","2","BT3-01","TX","8/18/2021 11:11:24 AM"
"559.96",,"139.99","4","BT-TRIPOD-01","TX","8/18/2021 12:14:13 PM"
"43.19",,"39.99","1","TRIPOD-03","AL","8/18/2021 1:40:36 PM"
"152.24",,"139.99","1","BT-TRIPOD-01","CA","8/18/2021 1:50:50 PM"
"79.98",,"39.99","2","TRIPOD-03","WI","8/18/2021 2:08:37 PM"
"322.64",,"299.99","1","DESK03-BRC-GRY-L-2","CO","8/18/2021 2:15:38 PM"
"279.98",,"139.99","2","BT-Tripod-007","CA","8/18/2021 2:53:38 PM"
"294.63",,"269.99","1","Air-cooler-Tower-4","CA","8/18/2021 4:36:15 PM"
"43.19",,"39.99","1","TRIPOD-03","GA","8/18/2021 4:54:31 PM"
"153.81",,"139.99","1","BT-TRIPOD-01","CA","8/18/2021 4:59:49 PM"
"107.40",,"98.99","1","BT3-0012-1","AZ","8/18/2021 5:25:35 PM"
"149.79",,"139.99","1","BT-TRIPOD-01","GA","8/18/2021 5:28:06 PM"
"703.19",,"639.99","1","DBBL-90-TWO-3","OK","8/18/2021 6:38:03 PM"
"835.98",,"639.99","1","DBBL-90-TWO-3","NH","8/18/2021 7:19:56 PM"
"835.98",,"195.99","1","Stand-D-002","NH","8/18/2021 7:19:56 PM"
"125.38",,"118.00","1","Air-cooler-Non-0002","MA","8/18/2021 7:33:14 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","MD","8/18/2021 7:40:01 PM"
"293.61",,"269.99","1","Air-cooler-Tower-4","CA","8/18/2021 8:38:39 PM"
"297.72",,"275.99","1","Air-cooler-Tower-3","MN","8/18/2021 9:28:21 PM"
"693.43",,"639.99","1","DBBL-90-TWO-3","CA","8/18/2021 9:40:53 PM"
"317.99",,"299.99","1","DESK03-BLK-BLK-L-22","MI","8/18/2021 10:01:45 PM"
"279.96",,"99.99","2","BT3-01","TX","8/19/2021 4:20:22 AM"
"279.96",,"39.99","2","TRIPOD-03","TX","8/19/2021 4:20:22 AM"
"149.79",,"139.99","1","BT-TRIPOD-01","MS","8/19/2021 8:33:02 AM"
"419.97",,"139.99","3","BT-TRIPOD-01","TX","8/19/2021 8:47:39 AM"
"279.98",,"139.99","2","BT-TRIPOD-01","TX","8/19/2021 8:47:31 AM"
"42.39",,"39.99","1","TRIPOD-03","GA","8/19/2021 9:56:23 AM"
"243.98",,"121.99","2","BT2-m-fba","IL","8/17/2021 12:39:30 PM"
"98.99",,"98.99","1","BT3-0012-1","WI","8/19/2021 10:19:44 AM"
"684.79",,"639.99","1","DBBL-90-TWO-3","FL","8/19/2021 10:27:27 AM"
"43.29",,"39.99","1","TRIPOD-03","TX","8/19/2021 11:12:33 AM"
"265.99",,"265.99","1","Air-cooler-Tower-5","IL","8/19/2021 11:33:29 AM"
"134.31",,"121.99","1","BT2-m-fba","WA","8/17/2021 4:45:42 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","NC","8/19/2021 11:48:50 AM"
"300.14",,"275.99","1","Air-cooler-Tower-3","CA","8/19/2021 1:22:58 PM"
"663.39",,"619.99","1","P-Aircooler-0003","FL","8/19/2021 1:49:39 PM"
"150.17",,"137.90","1","BT-TRIPOD-01","GA","8/19/2021 2:01:15 PM"
"665.59",,"639.99","1","DBBL-90-TWO-3","CO","8/19/2021 2:12:42 PM"
"282.75",,"265.99","1","Air-cooler-Tower-5","AZ","8/19/2021 12:39:40 PM"
"309.38",,"139.99","2","BT-Tripod-007","IL","8/19/2021 4:19:24 PM"
"285.61",,"265.99","1","Air-cooler-Tower-5","MN","8/19/2021 4:47:08 PM"
"127.32",,"118.99","1","BT2-0001-02","GA","8/19/2021 4:43:23 PM"
"139.99",,"139.99","1","BT-Tripod-005","VA","8/19/2021 5:27:32 PM"
"96.25",,"89.95","1","BT3-2","IN","8/19/2021 8:38:34 PM"
"283.06",,"259.99","1","Air-Cooler-Big-0001","NY","8/19/2021 11:32:05 PM"
"133.12",,"121.99","1","BT2-m-fba","CA","8/19/2021 10:52:05 AM"
"104.93",,"98.99","1","Air-cooler-Non-0002","PA","8/20/2021 5:23:54 AM"
"124.07",,"115.95","1","BT-0005-WHT","VA","8/20/2021 6:37:37 AM"
"392.84",,"359.99","1","DBBL-90-One-12","AR","8/20/2021 6:39:47 AM"
"295.10",,"137.90","2","BT-TRIPOD-01","GA","8/20/2021 7:33:54 AM"
"214.32",,"98.99","2","BT3-0012-1","TX","8/20/2021 7:56:36 AM"
"149.28",,"137.90","1","BT-TRIPOD-01","TX","8/20/2021 8:53:28 AM"
"149.28",,"137.90","1","BT-TRIPOD-01","TX","8/20/2021 8:56:31 AM"
"43.31",,"39.99","1","TRIPOD-03","AZ","8/20/2021 9:24:47 AM"
"106.91",,"98.99","1","Air-cooler-Non-0002","NY","8/20/2021 9:55:17 AM"
"42.79",,"39.99","1","TRIPOD-03","MS","8/20/2021 10:13:55 AM"
"147.55",,"137.90","1","BT-TRIPOD-01","NC","8/20/2021 3:25:25 AM"
"146.17",,"137.90","1","BT-TRIPOD-01","PA","8/20/2021 10:47:22 AM"
"97.15",,"89.95","1","BT3-2","SC","8/20/2021 10:53:22 AM"
"105.92",,"98.99","1","Air-cooler-Non-0002","OH","8/19/2021 10:28:25 PM"
"151.00",,"137.90","1","BT-TRIPOD-01","AR","8/20/2021 11:08:25 AM"
"284.61",,"265.99","1","Air-cooler-Tower-5","IN","8/20/2021 11:40:00 AM"
"150.05",,"137.90","1","BT-TRIPOD-01","CO","8/20/2021 12:57:35 PM"
"705.59",,"639.99","1","DBBL-90-TWO-3","WA","8/20/2021 1:00:09 PM"
"289.60",,"265.99","1","Air-cooler-Tower-5","NY","8/20/2021 1:33:58 PM"
"139.09",,"129.99","1","BT3-0012-1","GA","8/20/2021 1:44:50 PM"
"2628.76",,"619.99","4","P-Aircooler-0003","SC","8/20/2021 2:05:09 PM"
"301.32",,"137.90","2","BT-TRIPOD-01","CA","8/20/2021 2:54:40 PM"
"684.79",,"639.99","1","DBBL-90-TWO-3","IA","8/20/2021 3:34:00 PM"
"370.99",,"349.99","1","DBBL-90-One-3","VA","8/20/2021 3:35:56 PM"
"298.76",,"275.99","1","Air-cooler-Tower-3","TX","8/20/2021 4:48:10 PM"
"284.61",,"265.99","1","Air-cooler-Tower-5","FL","8/20/2021 4:54:22 PM"
"79.98",,"39.99","2","TRIPOD-03","NY","8/20/2021 6:03:56 PM"
"148.39",,"139.99","1","BT-Tripod-007","MD","8/20/2021 6:19:50 PM"
"137.90",,"137.90","1","BT-TRIPOD-01","NY","8/20/2021 6:27:36 PM"
"150.31",,"137.90","1","BT-TRIPOD-01","SC","8/20/2021 6:59:11 PM"
"706.55",,"639.99","1","DBBL-90-TWO-3","WA","8/20/2021 8:33:18 PM"
"387.89",,"359.99","1","DBBL-90-One-12","CA","8/20/2021 8:35:38 PM"
"286.60",,"265.99","1","Air-cooler-Tower-5","TX","8/20/2021 9:57:34 PM"
"696.79",,"639.99","1","DBBL-90-TWO-3","NY","8/21/2021 3:05:28 AM"
"137.90",,"137.90","1","BT-TRIPOD-01","FL","8/21/2021 6:09:01 AM"
"279.98",,"139.99","2","BT-Tripod-005","NH","8/21/2021 7:43:47 AM"
"118.99",,"118.99","1","BT2-0001-02","VA","8/21/2021 7:53:59 AM"
"85.58",,"39.99","2","BASE-DOCK-1090","GA","8/21/2021 10:39:19 AM"
"695.03",,"639.99","1","DBBL-90-TWO-3","AZ","8/21/2021 11:15:25 AM"
"417.29",,"389.99","1","DB-50-Pair","FL","8/21/2021 1:00:27 PM"
"452.52",,"139.99","3","BT-Tripod-005","GA","8/21/2021 1:07:14 PM"
"148.93",,"137.90","1","BT-TRIPOD-01","SC","8/21/2021 1:52:45 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","IA","8/21/2021 2:11:06 PM"
"570.54",,"265.99","2","Air-cooler-Tower-5","IL","8/21/2021 5:38:10 PM"
"295.10",,"137.90","2","BT-TRIPOD-01","GA","8/21/2021 7:12:38 PM"
"43.29",,"39.99","1","TRIPOD-03","TX","8/21/2021 8:15:17 PM"
"98.88",,"89.99","1","BT3-0002","CA","8/21/2021 9:28:43 PM"
"678.39",,"639.99","1","DBBL-90-TWO-3","PA","8/22/2021 6:33:52 AM"
